"Date","Tank_ID","Temperature_C","mvTris","phTris","pH.Total"
2022-08-23,"header_tank",26.16,-63.9024888888889,8.05743652096282,8.10285713225624
2022-08-23,"quarantine_tank",26.4,-63.6128888888889,8.04999031547825,8.0144420598162
2022-08-23,"blue_tank1",26.2,-63.8542222222222,8.05619488897214,8.13946061936805
2022-08-23,"blue_tank2",26.2,-63.8542222222222,8.05619488897214,8.10578917914684
2022-08-23,"blue_tank3",26.2,-63.8542222222222,8.05619488897214,8.1074727511579
2022-08-23,"blue_tank4",26.2,-63.8542222222222,8.05619488897214,8.1074727511579
2022-08-25,"header_tank",26.13,-63.9386888888889,8.05836790222205,8.12170709457351
2022-08-25,"quarantine_tank",26.22,-63.8300888888889,8.0555741627747,8.01466459962367
2022-08-25,"blue_tank1",26.17,-63.8904222222222,8.05712609050616,8.12463698548314
2022-08-25,"blue_tank2",26.16,-63.9024888888889,8.05743652096282,8.12474649331883
2022-08-25,"blue_tank3",26.17,-63.8904222222222,8.05712609050616,8.12463698548314
2022-08-25,"blue_tank4",26.17,-63.8904222222222,8.05712609050616,8.12463698548314
2022-08-26,"header_tank",26.1,-63.9748888888889,8.05929941839474,8.12203530381174
2022-08-26,"quarantine_tank",26.5,-63.4922222222222,8.04689026382957,8.02179278013307
2022-08-26,"blue_tank1",26.2,-63.8542222222222,8.05619488897214,8.12094132724638
2022-08-26,"blue_tank2",26.2,-63.8542222222222,8.05619488897214,8.12094132724638
2022-08-26,"blue_tank3",26.2,-63.8542222222222,8.05619488897214,8.12094132724638
2022-08-26,"blue_tank4",26.2,-63.8542222222222,8.05619488897214,8.12262489925744
2022-08-29,"header_tank",26.41,-63.6008222222222,8.0496802433796,8.11191490622745
2022-08-29,"quarantine_tank",26.99,-62.9009555555555,8.03172140598912,8.01659309481263
2022-08-29,"blue_tank1",26.42,-63.5887555555555,8.04937018616519,8.11180577337798
2022-08-29,"blue_tank2",26.41,-63.6008222222222,8.0496802433796,8.1135972980071
2022-08-29,"blue_tank3",26.41,-63.6008222222222,8.0496802433796,8.11527968978674
2022-08-29,"blue_tank4",26.41,-63.6008222222222,8.0496802433796,8.11527968978674
