Date,Tank_ID,Time,Date.Time,Observer.Initials,Temperature_C,pH_mv,Salinity_psu,Calcium_ppm,TA_dKH,Orion_Temp,light2,light3,light4,tris.date,Probe.Set,notes
20220117,header_tank,,,,NA,NA,NA,,,,NA,NA,NA,20210816,,Pierrick cleaned and constructed new flow
20220117,quarantine_tank,,,,23.88,NA,34.12,,,,91,75,71,20210816,,
20220117,blue_tank1,,,,25.91,NA,36.62,,,,68,54,55,20210816,,
20220117,blue_tank2,,,,25.91,NA,36.57,,,,70,48,51,20210816,,
20220117,blue_tank3,,,,25.95,NA,36.53,,,,52,72,61,20210816,,
20220117,blue_tank4,,,,25.91,NA,36.55,,,,79,56,51,20210816,,
20220118,header_tank,,,,NA,NA,NA,,,,NA,NA,NA,20210816,,
20220118,quarantine_tank,,,,24.14,NA,34.24,,,,100,101,102,20210816,,
20220118,blue_tank1,,,,25.35,NA,33.54,,,,65,66,78,20210816,,
20220118,blue_tank2,,,,25.35,NA,33.21,,,,65,66,78,20210816,,
20220118,blue_tank3,,,,25.38,NA,33.54,,,,52,65,78,20210816,,
20220118,blue_tank4,,,,25.38,NA,33.52,,,,71,66,67,20210816,,
20220119,header_tank,,,,NA,NA,NA,,,,NA,NA,NA,20210816,,light measurements taken with cover on
20220119,quarantine_tank,,,,24.21,NA,34.25,,,,109,121,130,20210816,,
20220119,blue_tank1,,,,25.45,NA,33.66,,,,21,23,17,20210816,,
20220119,blue_tank2,,,,25.45,NA,33.66,,,,19,20,18,20210816,,
20220119,blue_tank3,,,,25.44,NA,33.59,,,,22,24,19,20210816,,
20220119,blue_tank4,,,,25.44,NA,33.59,,,,17,46,20,20210816,,
20220120,header_tank,,,,NA,NA,NA,,,,NA,NA,NA,20210816,,right side of water table 2 has low light
20220120,quarantine_tank,,,,23.82,NA,34.38,,,,67,98,110,20210816,,
20220120,blue_tank1,,,,25.22,NA,34.03,,,,68,60,59,20210816,,
20220120,blue_tank2,,,,25.22,NA,33.44,,,,67,64,68,20210816,,
20220120,blue_tank3,,,,25.22,NA,34,,,,68,70,73,20210816,,
20220120,blue_tank4,,,,25.21,NA,33.97,,,,37,42,46,20210816,,
20220121,header_tank,,,,NA,NA,NA,,,,NA,NA,NA,20210816,,
20220121,quarantine_tank,,,,24.09,NA,34.25,,,,119,110,111,20210816,,
20220121,blue_tank1,,,,25.41,NA,33.5,,,,66,67,60,20210816,,
20220121,blue_tank2,,,,25.42,NA,33.51,,,,66,71,57,20210816,,
20220121,blue_tank3,,,,25.4,NA,33.49,,,,59,62,64,20210816,,
20220121,blue_tank4,,,,25.41,NA,33.44,,,,33,41,44,20210816,,
20220125,header_tank,,,,NA,NA,NA,,,,NA,NA,NA,20210816,,"pH/alk was declining overnight in the blue tank, 10:00am added 20mL of Fritz buffer alk part 1 to heater tank; 10:05 added 10mL of Fritz buffer alk part 1 to quarantine tank, trident ran successfully as scheduled overnight. From these data, alk has declined to <8 prior to addition of the 10mL above or 20mL above; 10:35 running test of alk in quarantine tank, 10:40a, added header to quarantine tank, QT readout at 11:10a: alk 8.67, Ca: 377, Mg 1240"
20220125,quarantine_tank,,,,23.9,NA,34.67,,,,34,31,29,20210816,,
20220125,blue_tank1,,,,25.85,NA,35.1,,,,59,56,60,20210816,,
20220125,blue_tank2,,,,25.85,NA,35.01,,,,59,57,61,20210816,,
20220125,blue_tank3,,,,25.84,NA,35.03,,,,45,48,40,20210816,,
20220125,blue_tank4,,,,25.84,NA,35,,,,44,46,45,20210816,,
20220126,header_tank,,,,NA,NA,NA,,,,NA,NA,NA,20210816,,"five of 13 corals exhibit signs of stress, put on bottom row in case there is too much light"
20220126,quarantine_tank,,,,24.34,NA,34.93,,,,71,59,62,20210816,,
20220126,blue_tank1,,,,25.66,NA,35.19,,,,40,39,42,20210816,,
20220126,blue_tank2,,,,25.67,NA,35.15,,,,36,41,42,20210816,,
20220126,blue_tank3,,,,25.65,NA,35.18,,,,36,42,41,20210816,,
20220126,blue_tank4,,,,25.65,NA,35.19,,,,42,43,46,20210816,,
20220127,header_tank,,,,NA,NA,NA,,,,NA,NA,NA,20210816,,
20220127,quarantine_tank,,,,23.84,NA,35.43,,,,49,52,65,20210816,,
20220127,blue_tank1,,,,25.27,NA,35.48,,,,68,65,66,20210816,,
20220127,blue_tank2,,,,25.27,NA,35.48,,,,59,62,61,20210816,,
20220127,blue_tank3,,,,25.27,NA,35.48,,,,52,49,47,20210816,,
20220127,blue_tank4,,,,25.26,NA,35.48,,,,46,45,48,20210816,,
20220131,header_tank,,,,25.36,NA,35.52,,,,NA,NA,NA,20210816,,"added more DI to header at 9:40am, added heater to QT at 9:48am"
20220131,quarantine_tank,,,,23.37,NA,35.64,,,,62,55,56,20210816,,
20220131,blue_tank1,,,,25.43,NA,35.66,,,,44,52,51,20210816,,
20220131,blue_tank2,,,,25.42,NA,35.6,,,,53,51,46,20210816,,
20220131,blue_tank3,,,,25.41,NA,35.58,,,,43,51,52,20210816,,
20220131,blue_tank4,,,,25.41,NA,35.55,,,,46,48,50,20210816,,
20220202,header_tank,,,,NA,NA,NA,,,,NA,NA,NA,20210816,,
20220202,quarantine_tank,,,,24.569,-76.7,34.42,,,,58,49,51,20210816,,
20220202,blue_tank1,,,,25.863,-82.8,34.47,,,,54,47,53,20210816,,
20220202,blue_tank2,,,,25.863,-82.8,34.46,,,,51,52,48,20210816,,
20220202,blue_tank3,,,,25.861,-82.5,34.33,,,,47,46,43,20210816,,
20220202,blue_tank4,,,,25.86,-83,34.39,,,,46,44,41,20210816,,
20220203,header_tank,,,,NA,NA,NA,,,,NA,NA,NA,20210816,,AI light was off; plug got moved and was not in properly; fixed at 10:04a; calibrated conductivity
20220203,quarantine_tank,,,,25.355,-78.5,35,,,,45,46,48,20210816,,
20220203,blue_tank1,,,,26.019,-83.1,35.04,,,,72,73,70,20210816,,
20220203,blue_tank2,,,,26.018,-82.9,35.2,,,,66,70,71,20210816,,
20220203,blue_tank3,,,,26.01,-82.6,35.1,,,,59,61,66,20210816,,
20220203,blue_tank4,,,,25.944,-80.6,35.08,,,,44,45,42,20210816,,
20220204,header_tank,,,,25.34,-84.8,35.21,,,,NA,NA,NA,20210816,,
20220204,quarantine_tank,,,,26.812,-79.7,35.21,,,,79,79,63,20210816,,
20220204,blue_tank1,,,,26.816,-84.6,35.22,,,,34,36,39,20210816,,
20220204,blue_tank2,,,,26.815,-84.7,35.23,,,,29,34,31,20210816,,
20220204,blue_tank3,,,,26.8,-84.2,35.27,,,,21,19,23,20210816,,
20220204,blue_tank4,,,,26.71,-84.8,35.24,,,,18,23,24,20210816,,
20220207,header_tank,,,,25.3,-82,36,,,,NA,NA,NA,20210816,,
20220207,quarantine_tank,,,,25.3,-82.2,36.07,,,,125,121,132,20210816,,
20220207,blue_tank1,,,,25.43,-82.3,36.06,,,,NA,NA,NA,20210816,,
20220207,blue_tank2,,,,25.43,-82.3,36.08,,,,NA,NA,NA,20210816,,
20220207,blue_tank3,,,,25.42,-82.1,36.1,,,,NA,NA,NA,20210816,,
20220207,blue_tank4,,,,24.41,-81,35.1,,,,NA,NA,NA,20210816,,
20220208,header_tank,,,,NA,NA,36.42,,,,NA,NA,NA,20210816,,
20220208,quarantine_tank,,,,25.323,-79.4,36.39,,,,48,52,50,20210816,,
20220208,blue_tank1,,,,26.077,-82.2,36.43,,,,39,36,42,20210816,,
20220208,blue_tank2,,,,26.08,-82.4,36.32,,,,33,34,30,20210816,,
20220208,blue_tank3,,,,26.066,-82.5,36.36,,,,30,31,30,20210816,,
20220208,blue_tank4,,,,26.065,-82.5,36.29,,,,39,29,31,20210816,,
20220209,header_tank,,,,25.087,-82.9,36.32,,,,NA,NA,NA,20210816,,
20220209,quarantine_tank,,,,25.337,-80.1,36.14,,,,55,46,50,20210816,,
20220209,blue_tank1,,,,25.121,-82.8,36.44,,,,26,27,25,20210816,,
20220209,blue_tank2,,,,25.124,-82.8,36.41,,,,24,20,22,20210816,,
20220209,blue_tank3,,,,25.121,-82.9,36.33,,,,18,16,12,20210816,,
20220209,blue_tank4,,,,25.118,-82.9,36.32,,,,19,21,27,20210816,,
20220210,header_tank,,,,25.732,-81.7,36.79,,,,NA,NA,NA,20210816,,
20220210,quarantine_tank,,,,26.462,-79.7,36.54,,,,52,45,42,20210816,,
20220210,blue_tank1,,,,25.782,-81.5,36.75,,,,30,28,31,20210816,,
20220210,blue_tank2,,,,25.782,-82.1,36.81,,,,25,22,30,20210816,,
20220210,blue_tank3,,,,25.776,-82.2,36.79,,,,26,15,26,20210816,,
20220210,blue_tank4,,,,25.787,-82.1,36.76,,,,30,29,26,20210816,,
20220211,quarantine_tank,,,,25.33,-80.3,33.96,,,,48,42,49,20210816,,
20220211,blue_tank1,,,,25.76,-82.4,34.32,,,,28,30,25,20210816,,
20220211,blue_tank2,,,,25.76,-82.8,34.28,,,,32,28,26,20210816,,
20220211,blue_tank3,,,,25.75,-83,34.27,,,,18,17,22,20210816,,
20220211,blue_tank4,,,,25.74,-82.4,34.26,,,,36,25,29,20210816,,
20220211,header_tank,,,,25.74,-82.8,34.5,,,,NA,NA,NA,20210816,,
20220214,quarantine_tank,,,,25.234,-81.1,34.28,,,,46,55,54,20210816,,
20220214,blue_tank1,,,,25.57,-83,34.84,,,,10,11,11,20210816,,
20220214,blue_tank2,,,,25.571,-83.7,34.8,,,,11,13,12,20210816,,
20220214,blue_tank3,,,,25.564,-83.9,34.78,,,,9,7,8,20210816,,
20220214,blue_tank4,,,,25.557,-83.9,34.78,,,,8,10,12,20210816,,
20220214,header_tank,,,,25.555,-83.8,34.81,,,,NA,NA,NA,20210816,,
20220215,quarantine_tank,,,,25.335,-79.6,33.84,,,,NA,NA,NA,20210816,,
20220215,blue_tank1,,,,25.553,-82.7,34.91,,,,NA,NA,NA,20210816,,
20220215,blue_tank2,,,,25.553,-82.6,34.93,,,,NA,NA,NA,20210816,,
20220215,blue_tank3,,,,25.553,-82.2,34.92,,,,NA,NA,NA,20210816,,
20220215,blue_tank4,,,,25.543,-82.7,34.98,,,,NA,NA,NA,20210816,,
20220215,header_tank,,,,NA,NA,35.81,,,,NA,NA,NA,20210816,,
20220216,quarantine_tank,,,,25.36,-79,33.81,,,,53,42,33,20210816,,
20220216,blue_tank1,,,,25.61,-80.3,34.46,,,,30,29,27,20210816,,
20220216,blue_tank2,,,,25.612,-80.5,34.42,,,,23,25,27,20210816,,
20220216,blue_tank3,,,,25.611,-80.5,34.44,,,,23,27,24,20210816,,
20220216,blue_tank4,,,,25.6,-80.5,34.43,,,,25,22,28,20210816,,
20220216,header_tank,,,,25.597,-80.5,34.48,,,,NA,NA,NA,20210816,,
20220217,quarantine_tank,,,,25.347,-79.4,33,,,,35,41,40,20210816,,
20220217,blue_tank1,,,,26.428,-81.9,34.49,,,,36,35,36,20210816,,
20220217,blue_tank2,,,,26.43,-81.8,34.52,,,,41,34,37,20210816,,
20220217,blue_tank3,,,,26.422,-82,34.62,,,,24,33,32,20210816,,
20220217,blue_tank4,,,,26.411,-81.9,34.57,,,,34,33,31,20210816,,
20220217,header_tank,,,,NA,NA,34.51,,,,NA,NA,NA,20210816,,
20220218,quarantine_tank,,,,25.71,-79,33.93,,,,72,29,155,20210816,,
20220218,blue_tank1,,,,27.5,-82.8,34.79,,,,27,26,28,20210816,,
20220218,blue_tank2,,,,27.29,-83.6,34.66,,,,23,22,25,20210816,,
20220218,blue_tank3,,,,27.29,-84.3,34.6,,,,22,23,17,20210816,,
20220218,blue_tank4,,,,27.27,-83.5,34.59,,,,27,21,25,20210816,,
20220218,header_tank,,,,27.24,NA,34.72,,,,NA,NA,NA,20210816,,
20220221,quarantine_tank,,,,25.394,-81.2,34.34,,,,80,180,30,20210816,,
20220221,blue_tank1,,,,25.704,-82.2,34.84,,,,14,28,30,20210816,,
20220221,blue_tank2,,,,25.712,-81.7,34.91,,,,23,23,30,20210816,,
20220221,blue_tank3,,,,25.718,-82.6,34.82,,,,21,18,22,20210816,,
20220221,blue_tank4,,,,25.706,-82.6,34.86,,,,23,24,23,20210816,,
20220221,header_tank,,,,25.671,-82.5,34.83,,,,NA,NA,NA,20210816,,
20220617,header_tank,,,,28.16,NA,34.74,,,,NA,NA,NA,20210816,,
20220617,quarantine_tank,,,,25.55,NA,36.17,,,,NA,NA,NA,20210816,,
20220617,blue_tank1,,,,28.27,NA,34.7,,,,NA,NA,NA,20210816,,
20220617,blue_tank2,,,,28.2,NA,34.58,,,,NA,NA,NA,20210816,,
20220617,blue_tank3,,,,28.21,NA,34.59,,,,NA,NA,NA,20210816,,
20220617,blue_tank4,,,,28.2,NA,34.56,,,,NA,NA,NA,20210816,,
20220222,quarantine_tank,,,,25.37,-80.5,34.67,,,,124,100,170,20210816,,
20220222,blue_tank1,,,,26.015,-80.7,35.06,,,,16,24,27,20210816,,
20220222,blue_tank2,,,,26.015,-81.4,34.98,,,,26,30,28,20210816,,
20220222,blue_tank3,,,,26.01,-81.6,34.95,,,,20,17,24,20210816,,
20220222,blue_tank4,,,,25.009,-81.4,35.22,,,,24,30,34,20210816,,
20220222,header_tank,,,,25.979,-81.6,35.07,,,,NA,NA,NA,20210816,,
20220203,quarantine_tank,,,,25.36,-80.5,34.17,,,,62,52,35,20210816,,
20220203,blue_tank1,,,,26.557,-82.5,34.89,,,,16,23,19,20210816,,
20220203,blue_tank2,,,,26.556,-82.7,34.85,,,,25,26,27,20210816,,
20220203,blue_tank3,,,,26.542,-82.8,34.78,,,,19,25,22,20210816,,
20220203,blue_tank4,,,,26.541,-82.8,34.81,,,,30,24,25,20210816,,
20220203,header_tank,,,,26.532,-82.8,34.82,,,,NA,NA,NA,20210816,,
20220225,quarantine_tank,,,,25.327,-80.4,35.43,,,,NA,NA,NA,20210816,,
20220225,blue_tank1,,,,25.684,-82.9,35.92,,,,NA,NA,NA,20210816,,
20220225,blue_tank2,,,,25.688,-82.7,35.84,,,,NA,NA,NA,20210816,,
20220225,blue_tank3,,,,25.675,-82.9,35.83,,,,NA,NA,NA,20210816,,
20220225,blue_tank4,,,,25.665,-82.9,35.84,,,,NA,NA,NA,20210816,,
20220225,header_tank,,,,25.637,-82.8,35.88,,,,NA,NA,NA,20210816,,
20220228,quarantine_tank,,,,25.342,-81,35.98,,,,42,38,46,20210816,,
20220228,blue_tank1,,,,25.373,-81.6,36.97,,,,18,25,30,20210816,,
20220228,blue_tank2,,,,25.378,-82.2,36.66,,,,30,26,32,20210816,,
20220228,blue_tank3,,,,25.368,-82.3,36.68,,,,20,30,27,20210816,,
20220228,blue_tank4,,,,25.352,-82.3,36.79,,,,22,31,19,20210816,,
20220228,header_tank,,,,25.327,-82.5,36.75,,,,NA,NA,NA,20210816,,
20220620,header_tank,,,,27.82,NA,33.84,,,,NA,NA,NA,20210816,,
20220620,quarantine_tank,,,,25.6,NA,34.79,,,,NA,NA,NA,20210816,,
20220620,blue_tank1,,,,27.85,NA,33.44,,,,NA,NA,NA,20210816,,
20220620,blue_tank2,,,,27.85,NA,33.22,,,,NA,NA,NA,20210816,,
20220620,blue_tank3,,,,27.86,NA,33.2,,,,NA,NA,NA,20210816,,
20220620,blue_tank4,,,,27.85,NA,33.28,,,,NA,NA,NA,20210816,,
20220621,header_tank,,,,27.62,NA,35.24,,,,NA,NA,NA,20210816,,
20220621,quarantine_tank,,,,25.56,NA,36.45,,,,NA,NA,NA,20210816,,
20220621,blue_tank1,,,,27.68,NA,34.87,,,,NA,NA,NA,20210816,,
20220621,blue_tank2,,,,27.69,NA,34.78,,,,NA,NA,NA,20210816,,
20220621,blue_tank3,,,,27.68,NA,34.81,,,,NA,NA,NA,20210816,,
20220621,blue_tank4,,,,27.69,NA,34.83,,,,NA,NA,NA,20210816,,
20220622,header_tank,,,,27.7,NA,35,,,,NA,NA,NA,20210816,,
20220622,quarantine_tank,,,,25.47,NA,36.55,,,,NA,NA,NA,20210816,,
20220622,blue_tank1,,,,27.76,NA,35.06,,,,NA,NA,NA,20210816,,
20220622,blue_tank2,,,,27.76,NA,34.86,,,,NA,NA,NA,20210816,,
20220622,blue_tank3,,,,27.76,NA,34.86,,,,NA,NA,NA,20210816,,
20220622,blue_tank4,,,,27.76,NA,34.85,,,,NA,NA,NA,20210816,,
20220623,header_tank,,,,27.62,NA,34.73,,,,NA,NA,NA,20210816,,
20220623,quarantine_tank,,,,25.44,NA,36.38,,,,NA,NA,NA,20210816,,
20220623,blue_tank1,,,,27.65,NA,34.78,,,,NA,NA,NA,20210816,,
20220623,blue_tank2,,,,27.65,NA,34.6,,,,NA,NA,NA,20210816,,
20220623,blue_tank3,,,,27.65,NA,34.65,,,,NA,NA,NA,20210816,,
20220623,blue_tank4,,,,27.63,NA,34.65,,,,NA,NA,NA,20210816,,
20220624,header_tank,,,,28.2,NA,34.56,,,,NA,NA,NA,20210816,,
20220624,quarantine_tank,,,,25.77,NA,36.11,,,,NA,NA,NA,20210816,,
20220624,blue_tank1,,,,28.24,NA,34.57,,,,NA,NA,NA,20210816,,
20220624,blue_tank2,,,,28.24,NA,34.31,,,,NA,NA,NA,20210816,,
20220624,blue_tank3,,,,28.23,NA,34.29,,,,NA,NA,NA,20210816,,
20220624,blue_tank4,,,,28.23,NA,34.27,,,,NA,NA,NA,20210816,,
20220624,header_tank,,,,28.2,NA,34.56,,,,NA,NA,NA,20210816,,
20220624,quarantine_tank,,,,25.77,NA,36.11,,,,NA,NA,NA,20210816,,
20220624,blue_tank1,,,,28.24,NA,34.57,,,,NA,NA,NA,20210816,,
20220624,blue_tank2,,,,28.24,NA,34.31,,,,NA,NA,NA,20210816,,
20220624,blue_tank3,,,,28.23,NA,34.29,,,,NA,NA,NA,20210816,,
20220624,blue_tank4,,,,28.23,NA,34.27,,,,NA,NA,NA,20210816,,
20220627,header_tank,,,,28.03,NA,34.75,,,,NA,NA,NA,20210816,,
20220627,quarantine_tank,,,,26.05,NA,34.25,,,,NA,NA,NA,20210816,,
20220627,blue_tank1,,,,28.07,NA,34.55,,,,NA,NA,NA,20210816,,
20220627,blue_tank2,,,,28.07,NA,34.46,,,,NA,NA,NA,20210816,,
20220627,blue_tank3,,,,28.06,NA,34.37,,,,NA,NA,NA,20210816,,
20220627,blue_tank4,,,,28.05,NA,34.45,,,,NA,NA,NA,20210816,,
20220628,header_tank,,,,28.05,NA,34.55,,,,NA,NA,NA,20210816,,
20220628,quarantine_tank,,,,25.82,NA,34.16,,,,NA,NA,NA,20210816,,
20220628,blue_tank1,,,,28.1,NA,34.37,,,,NA,NA,NA,20210816,,
20220628,blue_tank2,,,,28.01,NA,34.34,,,,NA,NA,NA,20210816,,
20220628,blue_tank3,,,,28.08,NA,34.28,,,,NA,NA,NA,20210816,,
20220628,blue_tank4,,,,28.1,NA,34.38,,,,NA,NA,NA,20210816,,
20220629,header_tank,,,,27.65,NA,35.15,,,,NA,NA,NA,20210816,,
20220629,quarantine_tank,,,,25.81,NA,34.45,,,,NA,NA,NA,20210816,,
20220629,blue_tank1,,,,27.69,NA,34.86,,,,NA,NA,NA,20210816,,
20220629,blue_tank2,,,,27.69,NA,34.5,,,,NA,NA,NA,20210816,,
20220629,blue_tank3,,,,27.67,NA,34.52,,,,NA,NA,NA,20210816,,
20220629,blue_tank4,,,,27.67,NA,34.52,,,,NA,NA,NA,20210816,,
20220630,header_tank,,,,27.6,NA,35.17,,,,NA,NA,NA,20210816,,
20220630,quarantine_tank,,,,25.72,NA,33.8,,,,NA,NA,NA,20210816,,
20220630,blue_tank1,,,,27.68,NA,35.22,,,,NA,NA,NA,20210816,,
20220630,blue_tank2,,,,27.69,NA,35.22,,,,NA,NA,NA,20210816,,
20220630,blue_tank3,,,,27.68,NA,33.21,,,,NA,NA,NA,20210816,,
20220630,blue_tank4,,,,27.68,NA,33.26,,,,NA,NA,NA,20210816,,
20220701,header_tank,,,,27.84,NA,35.07,,,,NA,NA,NA,20210816,,
20220701,quarantine_tank,,,,25.78,NA,34.82,,,,NA,NA,NA,20210816,,
20220701,blue_tank1,,,,27.88,NA,34.84,,,,NA,NA,NA,20210816,,
20220701,blue_tank2,,,,27.88,NA,34.76,,,,NA,NA,NA,20210816,,
20220701,blue_tank3,,,,27.88,NA,34.2,,,,NA,NA,NA,20210816,,
20220701,blue_tank4,,,,27.88,NA,34.5,,,,NA,NA,NA,20210816,,
20220705,header_tank,,,,26.1,NA,34.78,,,,NA,NA,NA,20210816,,
20220705,quarantine_tank,,,,26.31,NA,35.19,,,,NA,NA,NA,20210816,,
20220705,blue_tank1,,,,26.12,NA,34.59,,,,NA,NA,NA,20210816,,
20220705,blue_tank2,,,,26.11,NA,34.56,,,,NA,NA,NA,20210816,,
20220705,blue_tank3,,,,26.09,NA,34.55,,,,NA,NA,NA,20210816,,
20220705,blue_tank4,,,,26.12,NA,34.58,,,,NA,NA,NA,20210816,,
20220706,header_tank,,,,26.41,NA,34.4,,,,NA,NA,NA,20210816,,
20220706,quarantine_tank,,,,26.19,NA,34.88,,,,NA,NA,NA,20210816,,
20220706,blue_tank1,,,,26.45,NA,34.24,,,,NA,NA,NA,20210816,,
20220706,blue_tank2,,,,26.45,NA,34.2,,,,NA,NA,NA,20210816,,
20220706,blue_tank3,,,,26.44,NA,34.2,,,,NA,NA,NA,20210816,,
20220706,blue_tank4,,,,26.44,NA,34.2,,,,NA,NA,NA,20210816,,
20220707,header_tank,,,,26.08,NA,34.35,,,,NA,NA,NA,20210816,,
20220707,quarantine_tank,,,,26.09,NA,34.95,,,,NA,NA,NA,20210816,,
20220707,blue_tank1,,,,26.12,NA,34.19,,,,NA,NA,NA,20210816,,
20220707,blue_tank2,,,,26.12,NA,34.18,,,,NA,NA,NA,20210816,,
20220707,blue_tank3,,,,26.1,NA,34.17,,,,NA,NA,NA,20210816,,
20220707,blue_tank4,,,,26.12,NA,34.19,,,,NA,NA,NA,20210816,,
20220601,header_tank,,,,28.04,-78.4,34.32,,,,NA,NA,NA,20210816,,
20220601,quarantine_tank,,,,26.22,-84,38.43,,,,57,35,46,20210816,,
20220601,blue_tank1,,,,28.11,-79.5,34.34,,,,93,73,76,20210816,,
20220601,blue_tank2,,,,28.1,-79.7,34.23,,,,83,78,60,20210816,,
20220601,blue_tank3,,,,28.09,-80,34.31,,,,74,71,59,20210816,,
20220601,blue_tank4,,,,28.08,-79.8,34.34,,,,52,71,62,20210816,,
20220602,header_tank,,,,NA,NA,34.39,,,,NA,NA,NA,20210816,,
20220602,quarantine_tank,,,,26.38,-82.1,38.52,,,,71,72,69,20210816,,
20220602,blue_tank1,,,,27.73,-76.9,34.36,,,,72,71,74,20210816,,
20220602,blue_tank2,,,,27.74,-77,34.35,,,,63,64,61,20210816,,
20220602,blue_tank3,,,,27.72,-77.2,34.36,,,,56,65,65,20210816,,
20220602,blue_tank4,,,,27.72,-77.3,34.37,,,,67,67,68,20210816,,
20220603,header_tank,,,,26.72,-75.7,35.11,,,,NA,NA,NA,20210816,,
20220603,quarantine_tank,,,,25.34,-83,39.17,,,,150,58,77,20210816,,
20220603,blue_tank1,,,,26.77,-77,35.1,,,,68,70,66,20210816,,
20220603,blue_tank2,,,,26.76,-77,35.04,,,,60,57,74,20210816,,
20220603,blue_tank3,,,,26.75,-77,35.12,,,,37,43,54,20210816,,
20220603,blue_tank4,,,,26.74,-77,35.13,,,,37,36,51,20210816,,
20220606,header_tank,,,,27.49,-74,34.62,,,,NA,NA,NA,20210816,,
20220606,quarantine_tank,,,,25.77,-82,38.51,,,,87,153,13,20210816,,
20220606,blue_tank1,,,,27.52,-75.9,34.46,,,,71,66,88,20210816,,
20220606,blue_tank2,,,,27.52,-75.9,34.33,,,,65,38,56,20210816,,
20220606,blue_tank3,,,,27.52,-75.8,34.34,,,,61,68,78,20210816,,
20220606,blue_tank4,,,,27.52,-75.7,34.36,,,,58,59,68,20210816,,
20220607,header_tank,,,,27.241,-74,34.74,,,,NA,NA,NA,20210816,,
20220607,quarantine_tank,,,,25.493,-82.7,36.71,,,,67,76,81,20210816,,
20220607,blue_tank1,,,,27.31,-74.3,34.78,,,,90,76,77,20210816,,
20220607,blue_tank2,,,,27.41,-74.2,34.79,,,,71,76,77,20210816,,
20220607,blue_tank3,,,,27.421,-74.6,34.76,,,,80,67,78,20210816,,
20220607,blue_tank4,,,,27.379,-74.6,34.77,,,,76,56,68,20210816,,
20220610,header_tank,,,,27.92,NA,34.44,,,,NA,NA,NA,20210816,,
20220610,quarantine_tank,,,,26.15,NA,38.69,,,,109,101,47,20210816,,
20220610,blue_tank1,,,,27.97,NA,36.52,,,,53,57,72,20210816,,
20220610,blue_tank2,,,,27.97,NA,36.51,,,,52,54,55,20210816,,
20220610,blue_tank3,,,,27.95,NA,36.49,,,,56,61,77,20210816,,
20220610,blue_tank4,,,,27.95,NA,36.47,,,,51,44,60,20210816,,
20220613,header_tank,,,,28.13,NA,36.47,,,,NA,NA,NA,20210816,,
20220613,quarantine_tank,,,,25.8,NA,38.39,,,,NA,NA,NA,20210816,,
20220613,blue_tank1,,,,28.19,NA,36.46,,,,NA,NA,NA,20210816,,
20220613,blue_tank2,,,,28.14,NA,36.5,,,,NA,NA,NA,20210816,,
20220613,blue_tank3,,,,28.17,NA,36.49,,,,NA,NA,NA,20210816,,
20220613,blue_tank4,,,,28.14,NA,36.48,,,,NA,NA,NA,20210816,,
20220614,header_tank,,,,28.24,NA,34.67,,,,NA,NA,NA,20210816,,
20220614,quarantine_tank,,,,25.45,NA,35.73,,,,NA,NA,NA,20210816,,
20220614,blue_tank1,,,,28.23,NA,34.3,,,,NA,NA,NA,20210816,,
20220614,blue_tank2,,,,28.25,NA,34.16,,,,NA,NA,NA,20210816,,
20220614,blue_tank3,,,,28.14,NA,34.2,,,,NA,NA,NA,20210816,,
20220614,blue_tank4,,,,28.3,NA,34.22,,,,NA,NA,NA,20210816,,
20220615,header_tank,,,,28.41,NA,35.32,,,,NA,NA,NA,20210816,,
20220615,quarantine_tank,,,,25.38,NA,36.63,,,,NA,NA,NA,20210816,,
20220615,blue_tank1,,,,28.45,NA,35.27,,,,NA,NA,NA,20210816,,
20220615,blue_tank2,,,,28.44,NA,35.02,,,,NA,NA,NA,20210816,,
20220615,blue_tank3,,,,28.45,NA,35.06,,,,NA,NA,NA,20210816,,
20220615,blue_tank4,,,,28.44,NA,35.06,,,,NA,NA,NA,20210816,,
20220616,header_tank,,,,28.65,NA,35.68,,,,NA,NA,NA,20210816,,
20220616,quarantine_tank,,,,28.81,NA,34.53,,,,NA,NA,NA,20210816,,
20220616,blue_tank1,,,,28.71,NA,33.1,,,,NA,NA,NA,20210816,,
20220616,blue_tank2,,,,28.71,NA,33.02,,,,NA,NA,NA,20210816,,
20220616,blue_tank3,,,,28.7,NA,33.01,,,,NA,NA,NA,20210816,,
20220616,blue_tank4,,,,28.7,NA,32.98,,,,NA,NA,NA,20210816,,
20220711,header_tank,,,,26.35,-58.1,34.57,,,,,,,20220708,,
20220711,quarantine_tank,,,,26.1,-63,35.48,,,,,,,20220708,,
20220711,blue_tank1,,,,26.35,-58.8,34.31,,,,,,,20220708,,
20220711,blue_tank2,,,,26.35,-58.7,34.27,,,,,,,20220708,,
20220711,blue_tank3,,,,26.34,-57.7,34.26,,,,,,,20220708,,
20220711,blue_tank4,,,,26.34,-57.7,34.39,,,,,,,20220708,,
20220712,header_tank,,,,26.31,-58.1,33.32,,,,,,,20220708,,
20220712,quarantine_tank,,,,26.33,-63,36.34,,,,,,,20220708,,
20220712,blue_tank1,,,,26.34,-58.8,33.2,,,,,,,20220708,,
20220712,blue_tank2,,,,26.36,-58.7,33.16,,,,,,,20220708,,
20220712,blue_tank3,,,,26.35,-58.7,33.24,,,,,,,20220708,,
20220712,blue_tank4,,,,26.35,-58.7,33.26,,,,,,,20220708,,
