"Date","Tank_ID","Temperature_C","mvTris","phTris","pH.Total"
2023-05-15,"header_tank",28.16,-60.6893333333333,8.05867839261742,7.79783460253657
2023-05-15,"blue_tank1",25.55,-60.5933333333333,8.05619488897214,7.79703703740291
2023-05-16,"header_tank",28.27,-60.5573333333333,8.05526382211227,7.8590238874807
2023-05-16,"blue_tank1",28.2,-60.5093333333333,8.05402260894873,7.85356728071612
2023-05-19,"header_tank",28.21,-60.6653333333333,8.05805742681702,7.88519850112164
2023-05-19,"blue_tank1",28.2,-60.5813333333333,8.05588451839336,7.8844801659251
2023-05-19,"quarantine_tank",27.82,-63.6773333333333,8.13646708110139,8.12156863550828
2023-05-15,"header_tank",25.6,-60.6893333333333,8.05867839261742,7.79783460253657
2023-05-15,"blue_tank1",27.85,-60.5933333333333,8.05619488897214,7.79703703740291
2023-05-16,"header_tank",27.85,-60.5573333333333,8.05526382211227,7.8590238874807
2023-05-16,"blue_tank1",27.86,-60.5093333333333,8.05402260894873,7.85356728071612
2023-05-19,"header_tank",27.85,-60.6653333333333,8.05805742681702,7.88519850112164
2023-05-19,"blue_tank1",27.62,-60.5813333333333,8.05588451839336,7.8844801659251
2023-05-19,"quarantine_tank",25.56,-63.6773333333333,8.13646708110139,8.12156863550828
2023-05-15,"header_tank",27.68,-60.6893333333333,8.05867839261742,7.79783460253657
2023-05-15,"blue_tank1",27.69,-60.5933333333333,8.05619488897214,7.79703703740291
2023-05-16,"header_tank",27.68,-60.5573333333333,8.05526382211227,7.8590238874807
2023-05-16,"blue_tank1",27.69,-60.5093333333333,8.05402260894873,7.85356728071612
2023-05-19,"header_tank",27.7,-60.6653333333333,8.05805742681702,7.88519850112164
2023-05-19,"blue_tank1",25.47,-60.5813333333333,8.05588451839336,7.8844801659251
2023-05-19,"quarantine_tank",27.76,-63.6773333333333,8.13646708110139,8.12156863550828
2023-05-15,"header_tank",27.76,-60.6893333333333,8.05867839261742,7.79783460253657
2023-05-15,"blue_tank1",27.76,-60.5933333333333,8.05619488897214,7.79703703740291
2023-05-16,"header_tank",27.76,-60.5573333333333,8.05526382211227,7.8590238874807
2023-05-16,"blue_tank1",27.62,-60.5093333333333,8.05402260894873,7.85356728071612
2023-05-19,"header_tank",25.44,-60.6653333333333,8.05805742681702,7.88519850112164
2023-05-19,"blue_tank1",27.65,-60.5813333333333,8.05588451839336,7.8844801659251
2023-05-19,"quarantine_tank",27.65,-63.6773333333333,8.13646708110139,8.12156863550828
2023-05-15,"header_tank",27.65,-60.6893333333333,8.05867839261742,7.79783460253657
2023-05-15,"blue_tank1",27.63,-60.5933333333333,8.05619488897214,7.79703703740291
2023-05-16,"header_tank",28.2,-60.5573333333333,8.05526382211227,7.8590238874807
2023-05-16,"blue_tank1",25.77,-60.5093333333333,8.05402260894873,7.85356728071612
2023-05-19,"header_tank",28.24,-60.6653333333333,8.05805742681702,7.88519850112164
2023-05-19,"blue_tank1",28.24,-60.5813333333333,8.05588451839336,7.8844801659251
2023-05-19,"quarantine_tank",28.23,-63.6773333333333,8.13646708110139,8.12156863550828
2023-05-15,"header_tank",28.23,-60.6893333333333,8.05867839261742,7.79783460253657
2023-05-15,"blue_tank1",28.2,-60.5933333333333,8.05619488897214,7.79703703740291
2023-05-16,"header_tank",25.77,-60.5573333333333,8.05526382211227,7.8590238874807
2023-05-16,"blue_tank1",28.24,-60.5093333333333,8.05402260894873,7.85356728071612
2023-05-19,"header_tank",28.24,-60.6653333333333,8.05805742681702,7.88519850112164
2023-05-19,"blue_tank1",28.23,-60.5813333333333,8.05588451839336,7.8844801659251
2023-05-19,"quarantine_tank",28.23,-63.6773333333333,8.13646708110139,8.12156863550828
2023-05-15,"header_tank",28.03,-60.6893333333333,8.05867839261742,7.79783460253657
2023-05-15,"blue_tank1",26.05,-60.5933333333333,8.05619488897214,7.79703703740291
2023-05-16,"header_tank",28.07,-60.5573333333333,8.05526382211227,7.8590238874807
2023-05-16,"blue_tank1",28.07,-60.5093333333333,8.05402260894873,7.85356728071612
2023-05-19,"header_tank",28.06,-60.6653333333333,8.05805742681702,7.88519850112164
2023-05-19,"blue_tank1",28.05,-60.5813333333333,8.05588451839336,7.8844801659251
2023-05-19,"quarantine_tank",28.05,-63.6773333333333,8.13646708110139,8.12156863550828
2023-05-15,"header_tank",25.82,-60.6893333333333,8.05867839261742,7.79783460253657
2023-05-15,"blue_tank1",28.1,-60.5933333333333,8.05619488897214,7.79703703740291
2023-05-16,"header_tank",28.01,-60.5573333333333,8.05526382211227,7.8590238874807
2023-05-16,"blue_tank1",28.08,-60.5093333333333,8.05402260894873,7.85356728071612
2023-05-19,"header_tank",28.1,-60.6653333333333,8.05805742681702,7.88519850112164
2023-05-19,"blue_tank1",27.65,-60.5813333333333,8.05588451839336,7.8844801659251
